Symbol,Name,LastPrice,MarketCap,ADR TSO,IPOyear,Sector,Industry
LAKE,"Lakeland Industries, Inc.",14.3,116061645.7,n/a,1986,Health Care,Industrial Specialties
LRCX,Lam Research Corporation,188.83,30976656060,n/a,1984,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,71.5,7039968293,n/a,1996,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,128.84,3540299405,n/a,n/a,Consumer Non-Durables,Packaged Foods
LCA,"Landcadia Holdings, Inc.",10.14,316875000,n/a,2016,Finance,Business Services
LCAHU,"Landcadia Holdings, Inc.",11.46,0,n/a,2016,Finance,Business Services
LCAHW,"Landcadia Holdings, Inc.",0.785,0,n/a,2016,Finance,Business Services
LNDC,Landec Corporation,14.35,395549541.8,n/a,1996,Consumer Non-Durables,Packaged Foods
LARK,Landmark Bancorp Inc.,28.21,117013556.7,n/a,n/a,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,13.55,381305821.1,n/a,2014,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP,23,0,n/a,n/a,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,23.53,0,n/a,n/a,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,24.0499,0,n/a,n/a,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",21.9,703690143,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",113.05,4755786835,n/a,1993,Transportation,Trucking Freight/Courier Services
LNTH,"Lantheus Holdings, Inc.",14.45,553155204.7,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,"Lantronix, Inc.",2.99,54562321.32,n/a,2000,Technology,Computer Communications Equipment
LSCC,Lattice Semiconductor Corporation,6.01,749859700.7,n/a,n/a,Technology,Semiconductors
LAUR,"Laureate Education, Inc.",15.76,3525462577,n/a,2017,Consumer Services,Other Consumer Services
LAWS,"Lawson Products, Inc.",24.35,216430957.3,n/a,n/a,Consumer Durables,Industrial Specialties
LAYN,Layne Christensen Company,15.75,315936951.8,n/a,1992,Basic Industries,Engineering & Construction
LAZY,"Lazydays Holdings, Inc.",8.75,74126570,n/a,n/a,Consumer Durables,Automotive Aftermarket
LCNB,LCNB Corporation,19.65,262369708.2,n/a,n/a,Finance,Major Banks
LBIX,Leading Brands Inc,1.22,3418942.64,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
LPTX,"LEAP THERAPEUTICS, INC.",8.23,120986604.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LGCY,Legacy Reserves LP,6.34,487506432.1,n/a,2007,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,10.45,73150000,n/a,n/a,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,11.75,23500000,n/a,n/a,Energy,Oil & Gas Production
LTXB,"LegacyTexas Financial Group, Inc.",43.57,2102904569,n/a,n/a,Finance,Savings Institutions
DDBI,Legg Mason Developed EX-US Diversified Core ETF,29.72,5944000,n/a,n/a,n/a,n/a
EDBI,Legg Mason Emerging Markets Diversified Core ETF,31.71,0,n/a,n/a,n/a,n/a
INFR,Legg Mason Global Infrastructure ETF,27.62,0,n/a,n/a,n/a,n/a
LVHD,Legg Mason Low Volatility High Dividend ETF,29.66,602096517,n/a,n/a,n/a,n/a
SQLV,Legg Mason Small-Cap Quality Value ETF,30.035,0,n/a,n/a,n/a,n/a
UDBI,Legg Mason US Diversified Core ETF,31.763,3303352,n/a,n/a,n/a,n/a
LACQ,Leisure Acquisition Corp.,9.63,240750000,n/a,2017,Finance,Business Services
LACQU,Leisure Acquisition Corp.,9.9755,0,n/a,2017,Finance,Business Services
LACQW,Leisure Acquisition Corp.,0.65,0,n/a,2017,Finance,Business Services
LMAT,"LeMaitre Vascular, Inc.",33.77,652178903.8,n/a,2006,Health Care,Medical/Dental Instruments
TREE,"LendingTree, Inc.",270.25,3375654645,n/a,n/a,Finance,Finance: Consumer Services
LEVL,"Level One Bancorp, Inc.",28.07,217455230.4,n/a,2018,Finance,Major Banks
LXRX,"Lexicon Pharmaceuticals, Inc.",12.78,1352531273,n/a,n/a,Health Care,Major Pharmaceuticals
LX,LexinFintech Holdings Ltd.,14.94,206172000,13800000,2017,Finance,Finance: Consumer Services
LGIH,"LGI Homes, Inc.",59.69,1349898065,n/a,2013,Capital Goods,Homebuilding
LHCG,LHC Group,77.5,2544603303,n/a,2005,Health Care,Medical/Nursing Services
LLIT,Lianluo Smart Limited,2.22,39044440.92,n/a,n/a,Health Care,Medical/Dental Instruments
LBRDA,Liberty Broadband Corporation,72.2,13093026187,n/a,n/a,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,72.64,13172817482,n/a,n/a,Consumer Services,Television Services
LEXEA,"Liberty Expedia Holdings, Inc.",44.38,2541908880,n/a,n/a,Consumer Services,Other Consumer Services
LEXEB,"Liberty Expedia Holdings, Inc.",44.79,2565392040,n/a,n/a,Consumer Services,Other Consumer Services
LBTYA,Liberty Global plc,29.32,23403937150,n/a,n/a,Consumer Services,Television Services
LBTYB,Liberty Global plc,29.43,23491741826,n/a,n/a,Consumer Services,Television Services
LBTYK,Liberty Global plc,28.5,22749393206,n/a,n/a,Consumer Services,Television Services
LILA,Liberty Latin America Ltd.,22.1,3784334076,n/a,n/a,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd.,22.1,3784334076,n/a,n/a,Consumer Services,Television Services
BATRA,Liberty Media Corporation,25.75,0,n/a,n/a,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,25.72,1310691431,n/a,n/a,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,30.93,0,n/a,n/a,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,32.22,7439513294,n/a,n/a,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,46.11,0,n/a,n/a,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,45.84,0,n/a,n/a,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,46.14,15403975159,n/a,n/a,Consumer Services,Broadcasting
TAX,"Liberty Tax, Inc.",10.8,140648724,n/a,n/a,Miscellaneous,Multi-Sector Companies
LTRPA,"Liberty TripAdvisor Holdings, Inc.",16.15,1212168951,n/a,n/a,Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",16.4492,1234625976,n/a,n/a,Technology,EDP Services
LPNT,"LifePoint Health, Inc.",54.55,2115398650,n/a,n/a,Health Care,Hospital/Nursing Management
LCUT,"Lifetime Brands, Inc.",11.2,230779516.8,n/a,1991,Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,5.19,74252556.69,n/a,n/a,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",6.07,96378555.57,n/a,n/a,Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,198.96,4238126544,n/a,n/a,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,1.145,28798040.42,n/a,n/a,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",2.19,56352081.36,n/a,1996,Technology,Semiconductors
LLEX,"Lilis Energy, Inc.",5.02,302120311.6,n/a,n/a,Energy,Oil & Gas Production
LMB,"Limbach Holdings, Inc.",11.36,85679948.64,n/a,n/a,Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",5.04,557732644.6,n/a,2007,Miscellaneous,Business Services
LMNR,Limoneira Co,24.37,354168040.2,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,1.83,45166559.4,n/a,2005,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",93,6096987465,n/a,n/a,Technology,Industrial Machinery/Components
LIND,Lindblad Expeditions Holdings Inc. ,12.38,566958565.4,n/a,2013,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc. ,2.4999,0,n/a,2013,Consumer Services,Transportation Services
LPCN,Lipocine Inc.,1.28,27218609.92,n/a,n/a,Health Care,Major Pharmaceuticals
LQDT,"Liquidity Services, Inc.",5.85,187795126.4,n/a,2006,Miscellaneous,Business Services
LFUS,"Littelfuse, Inc.",224.75,5611327631,n/a,n/a,Consumer Durables,Electrical Products
LIVN,LivaNova PLC,95.86,4643043997,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOB,"Live Oak Bancshares, Inc.",30.4,1216107646,n/a,2015,Finance,Major Banks
LIVE,Live Ventures Incorporated,12.5442,24613426.41,n/a,n/a,Finance,Finance/Investors Services
LPSN,"LivePerson, Inc.",21.95,1332757620,n/a,2000,Technology,Computer Software: Prepackaged Software
LIVX,"LiveXLive Media, Inc.",5.45,279284132.8,n/a,n/a,Consumer Services,Restaurants
LKQ,LKQ Corporation,32.57,10087273493,n/a,n/a,Consumer Services,Motor Vehicles
LMFA,"LM Funding America, Inc.",0.4972,3132360,n/a,2015,Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",0.06,0,n/a,2015,Finance,Finance: Consumer Services
LOGI,Logitech International S.A.,43.82,7249982191,n/a,1997,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",106.85,5577570000,n/a,2009,Technology,Computer Software: Prepackaged Software
CNCR,Loncar Cancer Immunotherapy ETF,26.75,66875000,n/a,n/a,n/a,n/a
LONE,Lonestar Resources US Inc.,7.33,180608465.9,n/a,n/a,Energy,Oil & Gas Production
LOOP,"Loop Industries, Inc.",11.55,390042449,n/a,n/a,Public Utilities,Telecommunications Equipment
LORL,"Loral Space and Communications, Inc.",38.95,1204830651,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
LOXO,"Loxo Oncology, Inc.",173.71,5224356391,n/a,2014,Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc.,70.87,6317081006,n/a,2010,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,2.02,65436461.76,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
LYTS,LSI Industries Inc.,5.67,146712293.3,n/a,1985,Consumer Durables,Building Products
LULU,lululemon athletica inc.,122.7,16649271958,n/a,2007,Consumer Non-Durables,Apparel
LITE,Lumentum Holdings Inc.,61.1,3843341223,n/a,n/a,Consumer Durables,Telecommunications Equipment
LMNX,Luminex Corporation,29.51,1311664375,n/a,2000,Health Care,Medical/Dental Instruments
LUNA,Luna Innovations Incorporated,3.08,84156145.92,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LBC,Luther Burbank Corporation,12.61,713231372.8,n/a,2003,Finance,Major Banks
MBTF,M B T Financial Corp,10.8,248160931.2,n/a,n/a,Finance,Major Banks
MACQ,"M I Acquisitions, Inc.",10.525,25112102.7,n/a,2016,Finance,Business Services
MACQU,"M I Acquisitions, Inc.",11.17,0,n/a,2016,n/a,n/a
MACQW,"M I Acquisitions, Inc.",1.2,0,n/a,2016,Finance,Business Services
MBVX,"MabVax Therapeutics Holdings, Inc.",1.1,9858024,n/a,n/a,Health Care,Major Pharmaceuticals
MCBC,Macatawa Bank Corporation,12.55,426919938.8,n/a,n/a,Finance,Major Banks
MFNC,Mackinac Financial Corporation,15.68,133080362.2,n/a,n/a,Finance,Major Banks
MTSI,"MACOM Technology Solutions Holdings, Inc.",24.16,1563300463,n/a,2012,Technology,Semiconductors
MGNX,"MacroGenics, Inc.",22.25,938996235.5,n/a,2013,Health Care,Major Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc.",281.06,4005309050,n/a,n/a,Health Care,Major Pharmaceuticals
MAGS,Magal Security Systems Ltd.,5.319,122524665,n/a,1993,Consumer Durables,Telecommunications Equipment
MGLN,"Magellan Health, Inc.",92.85,2286632735,n/a,n/a,Health Care,Hospital/Nursing Management
MGIC,Magic Software Enterprises Ltd.,8.55,380357317.8,n/a,1991,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,8.45,136935849.7,n/a,n/a,Public Utilities,Telecommunications Equipment
MNGA,MagneGas Corporation,0.465,7311791.13,n/a,n/a,Technology,Industrial Machinery/Components
MGYR,"Magyar Bancorp, Inc.",12.92,75204038.32,n/a,n/a,Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",8.85,735596397.5,n/a,n/a,Finance,Property-Casualty Insurers
MMYT,MakeMyTrip Limited,38.8,3557096040,n/a,2010,Consumer Services,Transportation Services
MBUU,"Malibu Boats, Inc.",44.32,909674781,n/a,2014,Capital Goods,Marine Transportation
MLVF,"Malvern Bancorp, Inc.",26.9,176805199.6,n/a,n/a,Finance,Banks
MAMS,"MAM Software Group, Inc.",8.6742,109234504.2,n/a,n/a,Technology,Computer Software: Prepackaged Software
TUSK,"Mammoth Energy Services, Inc.",37.67,1684387530,n/a,2016,Energy,Oilfield Services/Equipment
RPIBC,Managed Portfolio Series,100.03,0,n/a,n/a,n/a,n/a
MANH,"Manhattan Associates, Inc.",44.39,2966154049,n/a,1998,Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",7.25,58789771.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts
MNTX,"Manitex International, Inc.",11.81,231328705.7,n/a,n/a,Technology,Industrial Machinery/Components
MTEX,"Mannatech, Incorporated",21.15,57512581.65,n/a,n/a,Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,2.04,285651809.9,n/a,2004,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,54.77,2165698745,n/a,2002,Consumer Services,Other Consumer Services
MARA,"Marathon Patent Group, Inc.",1.31,26957101.4,n/a,n/a,Miscellaneous,Multi-Sector Companies
MCHX,"Marchex, Inc.",2.65,116857434.3,n/a,2004,Miscellaneous,Business Services
MARPS,Marine Petroleum Trust,3.85,7700000,n/a,n/a,Energy,Oil & Gas Production
MRNS,"Marinus Pharmaceuticals, Inc.",7.41,300258424.1,n/a,2014,Health Care,Major Pharmaceuticals
MKTX,"MarketAxess Holdings, Inc.",212.45,7989491365,n/a,2004,Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,30.85,383162306.2,n/a,2003,Finance,Major Banks
MAR,Marriott International,139.44,49271873629,n/a,n/a,Consumer Services,Hotels/Resorts
MBII,"Marrone Bio Innovations, Inc.",1.72,190007515.9,n/a,2013,Basic Industries,Agricultural Chemicals
MRTN,"Marten Transport, Ltd.",22.65,1236509751,n/a,1986,Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,14.9,581878331.3,n/a,2002,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,22.2,11094814280,n/a,2000,Technology,Semiconductors
MASI,Masimo Corporation,100.3,5194048138,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTCH,"Match Group, Inc.",40.87,11317866796,n/a,2015,Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,11.97,161000928.9,13450370,2014,Technology,Computer Software: Prepackaged Software
MPAC,Matlin & Partners Acquisition Corporation,9.85,92462166.7,n/a,2017,Finance,Business Services
MPACU,Matlin & Partners Acquisition Corporation,10.4,0,n/a,2017,Finance,Business Services
MPACW,Matlin & Partners Acquisition Corporation,0.635,0,n/a,2017,Finance,Business Services
MTRX,Matrix Service Company,18.85,505609271.1,n/a,1990,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",16.46,5662514520,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,2.7,89695201.5,n/a,n/a,Technology,EDP Services
MATW,Matthews International Corporation,55.65,1788246304,n/a,1994,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",61.14,17099498430,n/a,1988,Technology,Semiconductors
MXWL,"Maxwell Technologies, Inc.",5.47,207863391.4,n/a,n/a,Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,58.89,988141280.5,16779441,n/a,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,51.12,4298046759,n/a,n/a,Finance,Major Banks
MBFIO,MB Financial Inc.,25.49,0,n/a,n/a,Finance,Major Banks
MCFT,"MCBC Holdings, Inc.",30.28,565741769.8,n/a,2015,Capital Goods,Marine Transportation
MGRC,McGrath RentCorp,66.82,1611665859,n/a,1984,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,4.65,232198191.8,n/a,n/a,Technology,Advertising
MFIN,Medallion Financial Corp.,5.73,140035596.1,n/a,n/a,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,25.5245,0,n/a,n/a,Finance,Finance: Consumer Services
MTBC,"Medical Transcription Billing, Corp.",3.45,40244850.3,n/a,2014,Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",25.73,23910863.27,n/a,n/a,Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",9.34,384145541.8,n/a,n/a,Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",79.95,4734837836,n/a,2009,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,1.25,1780841.25,1424673,n/a,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,6.6,178515064.2,n/a,2014,Consumer Durables,Specialty Chemicals
MEDP,"Medpace Holdings, Inc.",43.27,1536405804,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEIP,"MEI Pharma, Inc.",4.75,334052000.8,n/a,n/a,Health Care,Major Pharmaceuticals
MLCO,Melco Resorts & Entertainment Limited,29.37,5007212588,170487320,n/a,Consumer Services,Hotels/Resorts
MLNT,"Melinta Therapeutics, Inc.",8,448074032,n/a,2012,Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",86.45,4511549638,n/a,2007,Technology,Semiconductors
MELR,"Melrose Bancorp, Inc.",19.85,51624748.55,n/a,2014,Finance,Major Banks
MNLO,Menlo Therapeutics Inc.,8,183823984,n/a,2018,Health Care,Major Pharmaceuticals
MTSL,MER Telemanagement Solutions Ltd.,1.46,4553570.64,n/a,1997,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",288.85,12754854591,n/a,2007,Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,37.26,618442486,n/a,1998,Finance,Major Banks
MERC,Mercer International Inc.,16.7,1088347868,n/a,n/a,Basic Industries,Paper
MBIN,Merchants Bancorp,27.8,797643326.8,n/a,2017,Finance,Major Banks
MRCY,Mercury Systems Inc,37.51,1807607125,n/a,1998,Capital Goods,Electrical Products
EBSB,"Meridian Bancorp, Inc.",19.8,1067863718,n/a,n/a,Finance,Major Banks
MRBK,Meridian Bank,17.99,114997243.1,n/a,2017,n/a,n/a
VIVO,Meridian Bioscience Inc.,15.4,652101942.8,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI,"Merit Medical Systems, Inc.",48.5,2445052325,n/a,n/a,Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",9.05,120752195.2,n/a,2012,Health Care,Major Pharmaceuticals
MRSN,"Mersana Therapeutics, Inc.",14.2,325206312.6,n/a,2017,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,18.885,427267270.7,n/a,2016,Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",194.44,735597241.5,n/a,n/a,Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,6.18,39346947.6,6366820,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",112.25,1088779090,n/a,1993,Finance,Savings Institutions
MEOH,Methanex Corporation,70.05,5757295949,n/a,n/a,Basic Industries,Major Chemicals
MGEE,MGE Energy Inc.,56.5,1958762905,n/a,n/a,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",90.83,1529994655,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Microbot Medical Inc. ,0.8301,34964166.45,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Microchip Technology Incorporated,102.22,24025451781,n/a,1993,Technology,Semiconductors
MU,"Micron Technology, Inc.",59.63,69156760057,n/a,n/a,Technology,Semiconductors
MICT,"Micronet Enertec Technologies, Inc.",1.33,12162138.45,n/a,n/a,Capital Goods,Electrical Products
MSFT,Microsoft Corporation,100.88,7.75081E+11,n/a,1986,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,129.9,1486964521,n/a,1998,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",1.43,112417080.5,n/a,1996,Capital Goods,Industrial Machinery/Components
MPB,Mid Penn Bancorp,35.4,216744181.8,n/a,n/a,Finance,Major Banks
MTP,Midatech Pharma PLC,0.6658,1504317.175,2259413,n/a,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",1.7,51519567.6,n/a,2011,Energy,Oil & Gas Production
MBCN,Middlefield Banc Corp.,52.2,168318847.8,n/a,n/a,Finance,Major Banks
MSEX,Middlesex Water Company,42.53,695756095.5,n/a,n/a,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",34.17,807461429,n/a,2016,Finance,Major Banks
MOFG,"MidWestOne Financial Group, Inc.",33.86,413611480.1,n/a,n/a,Finance,Major Banks
MIME,Mimecast Limited,42.95,2533061162,n/a,2015,Technology,Computer Software: Prepackaged Software
MDXG,"MiMedx Group, Inc",6.29,698409351.2,n/a,n/a,Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,2.17,41897097.06,n/a,n/a,Technology,EDP Services
MB,"MINDBODY, Inc.",38.1,1808599990,n/a,2015,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",8.25,319682079.8,n/a,2014,Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",7.44,224631255.1,n/a,2014,Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",46,1336398026,n/a,n/a,Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",12.5,117560512.5,n/a,1992,Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",4.31,52105309.69,n/a,1994,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",24.28,0,n/a,n/a,Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",9.1,319039475.3,n/a,n/a,Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,11.02,1336636165,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",110.05,6017699515,n/a,1999,Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",27.2585,155412238.8,n/a,n/a,Finance,Real Estate
MINI,"Mobile Mini, Inc.",47.15,2103752232,n/a,1994,Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",4.2,422667617.4,n/a,2014,Technology,Computer Software: Prepackaged Software
MMDM,Modern Media Acquisition Corp.,9.9,256162500,n/a,2017,Finance,Business Services
MMDMR,Modern Media Acquisition Corp.,0.5299,0,n/a,2017,Finance,Business Services
MMDMU,Modern Media Acquisition Corp.,10.7786,0,n/a,2017,Finance,Business Services
MMDMW,Modern Media Acquisition Corp.,0.8,0,n/a,2017,Finance,Business Services
MOGO,Mogo Finance Technology Inc.,2.8341,63624091.11,n/a,n/a,Finance,Finance: Consumer Services
